Date_Time,Date,Time,Temp,Plot
11/1/21 19:00,11/1/21,7:00:00 PM,3.1,Plot 1
11/1/21 19:30,11/1/21,7:30:00 PM,3.35,Plot 1
11/1/21 20:00,11/1/21,8:00:00 PM,3.1,Plot 1
11/1/21 20:30,11/1/21,8:30:00 PM,2.85,Plot 1
11/1/21 21:00,11/1/21,9:00:00 PM,2.3,Plot 1
11/1/21 21:30,11/1/21,9:30:00 PM,1.55,Plot 1
11/1/21 22:00,11/1/21,10:00:00 PM,0.3,Plot 1
11/1/21 22:30,11/1/21,10:30:00 PM,0.3,Plot 1
11/1/21 23:00,11/1/21,11:00:00 PM,0.55,Plot 1
11/1/21 23:30,11/1/21,11:30:00 PM,-0.2,Plot 1
11/2/21 0:00,11/2/21,12:00:00 AM,-0.45,Plot 1
11/2/21 0:30,11/2/21,12:30:00 AM,0.3,Plot 1
11/2/21 1:00,11/2/21,1:00:00 AM,0.05,Plot 1
11/2/21 1:30,11/2/21,1:30:00 AM,-0.45,Plot 1
11/2/21 2:00,11/2/21,2:00:00 AM,0.55,Plot 1
11/2/21 2:30,11/2/21,2:30:00 AM,-0.2,Plot 1
11/2/21 3:00,11/2/21,3:00:00 AM,-0.2,Plot 1
11/2/21 3:30,11/2/21,3:30:00 AM,-0.7,Plot 1
11/2/21 4:00,11/2/21,4:00:00 AM,-0.2,Plot 1
11/2/21 4:30,11/2/21,4:30:00 AM,0.05,Plot 1
11/2/21 5:00,11/2/21,5:00:00 AM,-0.7,Plot 1
11/2/21 5:30,11/2/21,5:30:00 AM,-0.45,Plot 1
11/2/21 6:00,11/2/21,6:00:00 AM,-0.45,Plot 1
11/2/21 6:30,11/2/21,6:30:00 AM,0.05,Plot 1
11/2/21 7:00,11/2/21,7:00:00 AM,-0.2,Plot 1
11/2/21 7:30,11/2/21,7:30:00 AM,-0.45,Plot 1
11/2/21 8:00,11/2/21,8:00:00 AM,-0.2,Plot 1
11/2/21 8:30,11/2/21,8:30:00 AM,0.05,Plot 1
11/2/21 9:00,11/2/21,9:00:00 AM,0.3,Plot 1
11/2/21 9:30,11/2/21,9:30:00 AM,1.55,Plot 1
11/2/21 10:00,11/2/21,10:00:00 AM,2.6,Plot 1
11/2/21 10:30,11/2/21,10:30:00 AM,3.85,Plot 1
11/2/21 11:00,11/2/21,11:00:00 AM,4.6,Plot 1
11/2/21 11:30,11/2/21,11:30:00 AM,5.1,Plot 1
11/2/21 12:00,11/2/21,12:00:00 PM,5.35,Plot 1
11/2/21 12:30,11/2/21,12:30:00 PM,5.6,Plot 1
11/2/21 13:00,11/2/21,1:00:00 PM,6.1,Plot 1
11/2/21 13:30,11/2/21,1:30:00 PM,6.6,Plot 1
11/2/21 14:00,11/2/21,2:00:00 PM,6.35,Plot 1
11/2/21 14:30,11/2/21,2:30:00 PM,6.35,Plot 1
11/2/21 15:00,11/2/21,3:00:00 PM,6.1,Plot 1
11/2/21 15:30,11/2/21,3:30:00 PM,5.1,Plot 1
11/2/21 16:00,11/2/21,4:00:00 PM,4.1,Plot 1
11/2/21 16:30,11/2/21,4:30:00 PM,4.1,Plot 1
11/2/21 17:00,11/2/21,5:00:00 PM,4.1,Plot 1
11/2/21 17:30,11/2/21,5:30:00 PM,3.1,Plot 1
11/2/21 18:00,11/2/21,6:00:00 PM,2.6,Plot 1
11/2/21 18:30,11/2/21,6:30:00 PM,1.8,Plot 1
11/2/21 19:00,11/2/21,7:00:00 PM,1.8,Plot 1
11/2/21 19:30,11/2/21,7:30:00 PM,2.05,Plot 1
11/2/21 20:00,11/2/21,8:00:00 PM,1.55,Plot 1
11/2/21 20:30,11/2/21,8:30:00 PM,1.05,Plot 1
11/2/21 21:00,11/2/21,9:00:00 PM,0.55,Plot 1
11/2/21 21:30,11/2/21,9:30:00 PM,-0.2,Plot 1
11/2/21 22:00,11/2/21,10:00:00 PM,-0.7,Plot 1
11/2/21 22:30,11/2/21,10:30:00 PM,-0.7,Plot 1
11/2/21 23:00,11/2/21,11:00:00 PM,-0.95,Plot 1
11/2/21 23:30,11/2/21,11:30:00 PM,-1.2,Plot 1
11/3/21 0:00,11/3/21,12:00:00 AM,-1.2,Plot 1
11/3/21 0:30,11/3/21,12:30:00 AM,-0.95,Plot 1
11/3/21 1:00,11/3/21,1:00:00 AM,-0.95,Plot 1
11/3/21 1:30,11/3/21,1:30:00 AM,-0.7,Plot 1
11/3/21 2:00,11/3/21,2:00:00 AM,-0.95,Plot 1
11/3/21 2:30,11/3/21,2:30:00 AM,-1.45,Plot 1
11/3/21 3:00,11/3/21,3:00:00 AM,-1.7,Plot 1
11/3/21 3:30,11/3/21,3:30:00 AM,-1.95,Plot 1
11/3/21 4:00,11/3/21,4:00:00 AM,-1.7,Plot 1
11/3/21 4:30,11/3/21,4:30:00 AM,-1.45,Plot 1
11/3/21 5:00,11/3/21,5:00:00 AM,-1.45,Plot 1
11/3/21 5:30,11/3/21,5:30:00 AM,-1.45,Plot 1
11/3/21 6:00,11/3/21,6:00:00 AM,-1.45,Plot 1
11/3/21 6:30,11/3/21,6:30:00 AM,-1.7,Plot 1
11/3/21 7:00,11/3/21,7:00:00 AM,-1.7,Plot 1
11/3/21 7:30,11/3/21,7:30:00 AM,-1.45,Plot 1
11/3/21 8:00,11/3/21,8:00:00 AM,-1.45,Plot 1
11/3/21 8:30,11/3/21,8:30:00 AM,-0.95,Plot 1
11/3/21 9:00,11/3/21,9:00:00 AM,-0.7,Plot 1
11/3/21 9:30,11/3/21,9:30:00 AM,-0.2,Plot 1
11/3/21 10:00,11/3/21,10:00:00 AM,0.05,Plot 1
11/3/21 10:30,11/3/21,10:30:00 AM,0.55,Plot 1
11/3/21 11:00,11/3/21,11:00:00 AM,0.55,Plot 1
11/3/21 11:30,11/3/21,11:30:00 AM,1.3,Plot 1
11/3/21 12:00,11/3/21,12:00:00 PM,2.05,Plot 1
11/3/21 12:30,11/3/21,12:30:00 PM,0.55,Plot 1
11/3/21 13:00,11/3/21,1:00:00 PM,1.55,Plot 1
11/3/21 13:30,11/3/21,1:30:00 PM,1.55,Plot 1
11/3/21 14:00,11/3/21,2:00:00 PM,0.55,Plot 1
11/3/21 14:30,11/3/21,2:30:00 PM,0.8,Plot 1
11/3/21 15:00,11/3/21,3:00:00 PM,1.3,Plot 1
11/3/21 15:30,11/3/21,3:30:00 PM,1.05,Plot 1
11/3/21 16:00,11/3/21,4:00:00 PM,1.3,Plot 1
11/3/21 16:30,11/3/21,4:30:00 PM,1.3,Plot 1
11/3/21 17:00,11/3/21,5:00:00 PM,1.3,Plot 1
11/3/21 17:30,11/3/21,5:30:00 PM,0.3,Plot 1
11/3/21 18:00,11/3/21,6:00:00 PM,-0.45,Plot 1
11/3/21 18:30,11/3/21,6:30:00 PM,-0.45,Plot 1
11/3/21 19:00,11/3/21,7:00:00 PM,-0.45,Plot 1
11/3/21 19:30,11/3/21,7:30:00 PM,-0.45,Plot 1
11/3/21 20:00,11/3/21,8:00:00 PM,-0.7,Plot 1
11/3/21 20:30,11/3/21,8:30:00 PM,-0.95,Plot 1
11/3/21 21:00,11/3/21,9:00:00 PM,-1.2,Plot 1
11/3/21 21:30,11/3/21,9:30:00 PM,-1.45,Plot 1
11/3/21 22:00,11/3/21,10:00:00 PM,-1.45,Plot 1
11/3/21 22:30,11/3/21,10:30:00 PM,-1.45,Plot 1
11/3/21 23:00,11/3/21,11:00:00 PM,-1.95,Plot 1
11/3/21 23:30,11/3/21,11:30:00 PM,-1.95,Plot 1
11/4/21 0:00,11/4/21,12:00:00 AM,-2.2,Plot 1
11/4/21 0:30,11/4/21,12:30:00 AM,-2.45,Plot 1
11/4/21 1:00,11/4/21,1:00:00 AM,-2.45,Plot 1
11/4/21 1:30,11/4/21,1:30:00 AM,-3.2,Plot 1
11/4/21 2:00,11/4/21,2:00:00 AM,-3.45,Plot 1
11/4/21 2:30,11/4/21,2:30:00 AM,-3.7,Plot 1
11/4/21 3:00,11/4/21,3:00:00 AM,-3.45,Plot 1
11/4/21 3:30,11/4/21,3:30:00 AM,-3.7,Plot 1
11/4/21 4:00,11/4/21,4:00:00 AM,-3.95,Plot 1
11/4/21 4:30,11/4/21,4:30:00 AM,-4.2,Plot 1
11/4/21 5:00,11/4/21,5:00:00 AM,-4.2,Plot 1
11/4/21 5:30,11/4/21,5:30:00 AM,-4.7,Plot 1
11/4/21 6:00,11/4/21,6:00:00 AM,-5,Plot 1
11/4/21 6:30,11/4/21,6:30:00 AM,-5.25,Plot 1
11/4/21 7:00,11/4/21,7:00:00 AM,-5.25,Plot 1
11/4/21 7:30,11/4/21,7:30:00 AM,-5.75,Plot 1
11/4/21 8:00,11/4/21,8:00:00 AM,-5.5,Plot 1
11/4/21 8:30,11/4/21,8:30:00 AM,-5,Plot 1
11/4/21 9:00,11/4/21,9:00:00 AM,-4.2,Plot 1
11/4/21 9:30,11/4/21,9:30:00 AM,-3.2,Plot 1
11/4/21 10:00,11/4/21,10:00:00 AM,-2.2,Plot 1
11/4/21 10:30,11/4/21,10:30:00 AM,-1.45,Plot 1
11/4/21 11:00,11/4/21,11:00:00 AM,-0.45,Plot 1
11/4/21 11:30,11/4/21,11:30:00 AM,0.8,Plot 1
11/4/21 12:00,11/4/21,12:00:00 PM,1.3,Plot 1
11/4/21 12:30,11/4/21,12:30:00 PM,2.3,Plot 1
11/4/21 13:00,11/4/21,1:00:00 PM,1.05,Plot 1
11/4/21 13:30,11/4/21,1:30:00 PM,1.05,Plot 1
11/4/21 14:00,11/4/21,2:00:00 PM,1.05,Plot 1
11/4/21 14:30,11/4/21,2:30:00 PM,0.55,Plot 1
11/4/21 15:00,11/4/21,3:00:00 PM,1.05,Plot 1
11/4/21 15:30,11/4/21,3:30:00 PM,0.8,Plot 1
11/4/21 16:00,11/4/21,4:00:00 PM,0.55,Plot 1
11/4/21 16:30,11/4/21,4:30:00 PM,0.05,Plot 1
11/4/21 17:00,11/4/21,5:00:00 PM,0.05,Plot 1
11/4/21 17:30,11/4/21,5:30:00 PM,-0.45,Plot 1
11/4/21 18:00,11/4/21,6:00:00 PM,-0.95,Plot 1
11/4/21 18:30,11/4/21,6:30:00 PM,-1.2,Plot 1
11/4/21 19:00,11/4/21,7:00:00 PM,-1.45,Plot 1
11/4/21 19:30,11/4/21,7:30:00 PM,-1.7,Plot 1
11/4/21 20:00,11/4/21,8:00:00 PM,-1.95,Plot 1
11/4/21 20:30,11/4/21,8:30:00 PM,-2.2,Plot 1
11/4/21 21:00,11/4/21,9:00:00 PM,-1.95,Plot 1
11/4/21 21:30,11/4/21,9:30:00 PM,-2.2,Plot 1
11/4/21 22:00,11/4/21,10:00:00 PM,-2.2,Plot 1
11/4/21 22:30,11/4/21,10:30:00 PM,-1.95,Plot 1
11/4/21 23:00,11/4/21,11:00:00 PM,-1.95,Plot 1
11/4/21 23:30,11/4/21,11:30:00 PM,-1.7,Plot 1
11/5/21 0:00,11/5/21,12:00:00 AM,-1.7,Plot 1
11/5/21 0:30,11/5/21,12:30:00 AM,-1.7,Plot 1
11/5/21 1:00,11/5/21,1:00:00 AM,-1.45,Plot 1
11/5/21 1:30,11/5/21,1:30:00 AM,-1.95,Plot 1
11/5/21 2:00,11/5/21,2:00:00 AM,-2.2,Plot 1
11/5/21 2:30,11/5/21,2:30:00 AM,-2.7,Plot 1
11/5/21 3:00,11/5/21,3:00:00 AM,-2.95,Plot 1
11/5/21 3:30,11/5/21,3:30:00 AM,-3.45,Plot 1
11/5/21 4:00,11/5/21,4:00:00 AM,-3.95,Plot 1
11/5/21 4:30,11/5/21,4:30:00 AM,-4.2,Plot 1
11/5/21 5:00,11/5/21,5:00:00 AM,-4.7,Plot 1
11/5/21 5:30,11/5/21,5:30:00 AM,-5,Plot 1
11/5/21 6:00,11/5/21,6:00:00 AM,-5.25,Plot 1
11/5/21 6:30,11/5/21,6:30:00 AM,-5.75,Plot 1
11/5/21 7:00,11/5/21,7:00:00 AM,-5.75,Plot 1
11/5/21 7:30,11/5/21,7:30:00 AM,-5.75,Plot 1
11/5/21 8:00,11/5/21,8:00:00 AM,-5.5,Plot 1
11/5/21 8:30,11/5/21,8:30:00 AM,-4.45,Plot 1
11/5/21 9:00,11/5/21,9:00:00 AM,-3.7,Plot 1
11/5/21 9:30,11/5/21,9:30:00 AM,-3.2,Plot 1
11/5/21 10:00,11/5/21,10:00:00 AM,-2.2,Plot 1
11/5/21 10:30,11/5/21,10:30:00 AM,-1.2,Plot 1
11/5/21 11:00,11/5/21,11:00:00 AM,-0.2,Plot 1
11/5/21 11:30,11/5/21,11:30:00 AM,1.05,Plot 1
11/5/21 12:00,11/5/21,12:00:00 PM,1.55,Plot 1
11/5/21 12:30,11/5/21,12:30:00 PM,2.3,Plot 1
11/5/21 13:00,11/5/21,1:00:00 PM,4.1,Plot 1
11/5/21 13:30,11/5/21,1:30:00 PM,2.6,Plot 1
11/5/21 14:00,11/5/21,2:00:00 PM,2.85,Plot 1
11/5/21 14:30,11/5/21,2:30:00 PM,2.6,Plot 1
11/5/21 15:00,11/5/21,3:00:00 PM,3.1,Plot 1
11/5/21 15:30,11/5/21,3:30:00 PM,3.1,Plot 1
11/5/21 16:00,11/5/21,4:00:00 PM,3.1,Plot 1
11/5/21 16:30,11/5/21,4:30:00 PM,2.6,Plot 1
11/5/21 17:00,11/5/21,5:00:00 PM,1.55,Plot 1
11/5/21 17:30,11/5/21,5:30:00 PM,0.8,Plot 1
11/5/21 18:00,11/5/21,6:00:00 PM,-0.2,Plot 1
11/5/21 18:30,11/5/21,6:30:00 PM,-0.95,Plot 1
11/5/21 19:00,11/5/21,7:00:00 PM,-0.95,Plot 1
11/5/21 19:30,11/5/21,7:30:00 PM,-1.2,Plot 1
11/5/21 20:00,11/5/21,8:00:00 PM,-1.45,Plot 1
11/5/21 20:30,11/5/21,8:30:00 PM,-1.95,Plot 1
11/5/21 21:00,11/5/21,9:00:00 PM,-1.95,Plot 1
11/5/21 21:30,11/5/21,9:30:00 PM,-2.2,Plot 1
11/5/21 22:00,11/5/21,10:00:00 PM,-2.45,Plot 1
11/5/21 22:30,11/5/21,10:30:00 PM,-3.2,Plot 1
11/5/21 23:00,11/5/21,11:00:00 PM,-3.2,Plot 1
11/5/21 23:30,11/5/21,11:30:00 PM,-3.7,Plot 1
11/6/21 0:00,11/6/21,12:00:00 AM,-3.95,Plot 1
11/6/21 0:30,11/6/21,12:30:00 AM,-4.2,Plot 1
11/6/21 1:00,11/6/21,1:00:00 AM,-4.45,Plot 1
11/6/21 1:30,11/6/21,1:30:00 AM,-4.7,Plot 1
11/6/21 2:00,11/6/21,2:00:00 AM,-4.7,Plot 1
11/6/21 2:30,11/6/21,2:30:00 AM,-5.25,Plot 1
11/6/21 3:00,11/6/21,3:00:00 AM,-5.5,Plot 1
11/6/21 3:30,11/6/21,3:30:00 AM,-5.5,Plot 1
11/6/21 4:00,11/6/21,4:00:00 AM,-5.25,Plot 1
11/6/21 4:30,11/6/21,4:30:00 AM,-5.75,Plot 1
11/6/21 5:00,11/6/21,5:00:00 AM,-5.75,Plot 1
11/6/21 5:30,11/6/21,5:30:00 AM,-6,Plot 1
11/6/21 6:00,11/6/21,6:00:00 AM,-6,Plot 1
11/6/21 6:30,11/6/21,6:30:00 AM,-6.25,Plot 1
11/6/21 7:00,11/6/21,7:00:00 AM,-6.5,Plot 1
11/6/21 7:30,11/6/21,7:30:00 AM,-6.5,Plot 1
11/6/21 8:00,11/6/21,8:00:00 AM,-6.25,Plot 1
11/6/21 8:30,11/6/21,8:30:00 AM,-5.75,Plot 1
11/6/21 9:00,11/6/21,9:00:00 AM,-5,Plot 1
11/6/21 9:30,11/6/21,9:30:00 AM,-3.7,Plot 1
11/6/21 10:00,11/6/21,10:00:00 AM,-2.45,Plot 1
11/6/21 10:30,11/6/21,10:30:00 AM,-0.95,Plot 1
11/6/21 11:00,11/6/21,11:00:00 AM,0.3,Plot 1
11/6/21 11:30,11/6/21,11:30:00 AM,1.8,Plot 1
11/6/21 12:00,11/6/21,12:00:00 PM,3.6,Plot 1
11/6/21 12:30,11/6/21,12:30:00 PM,4.1,Plot 1
11/6/21 13:00,11/6/21,1:00:00 PM,5.35,Plot 1
11/6/21 13:30,11/6/21,1:30:00 PM,5.1,Plot 1
11/6/21 14:00,11/6/21,2:00:00 PM,4.6,Plot 1
11/6/21 14:30,11/6/21,2:30:00 PM,5.85,Plot 1
11/6/21 15:00,11/6/21,3:00:00 PM,4.85,Plot 1
11/6/21 15:30,11/6/21,3:30:00 PM,4.1,Plot 1
11/6/21 16:00,11/6/21,4:00:00 PM,4.6,Plot 1
11/6/21 16:30,11/6/21,4:30:00 PM,3.6,Plot 1
11/6/21 17:00,11/6/21,5:00:00 PM,2.85,Plot 1
11/6/21 17:30,11/6/21,5:30:00 PM,1.8,Plot 1
11/6/21 18:00,11/6/21,6:00:00 PM,0.8,Plot 1
11/6/21 18:30,11/6/21,6:30:00 PM,-0.2,Plot 1
11/6/21 19:00,11/6/21,7:00:00 PM,-0.95,Plot 1
11/6/21 19:30,11/6/21,7:30:00 PM,-1.2,Plot 1
11/6/21 20:00,11/6/21,8:00:00 PM,-1.45,Plot 1
11/6/21 20:30,11/6/21,8:30:00 PM,-1.7,Plot 1
11/6/21 21:00,11/6/21,9:00:00 PM,-1.95,Plot 1
11/6/21 21:30,11/6/21,9:30:00 PM,-2.2,Plot 1
11/6/21 22:00,11/6/21,10:00:00 PM,-2.2,Plot 1
11/6/21 22:30,11/6/21,10:30:00 PM,-2.45,Plot 1
11/6/21 23:00,11/6/21,11:00:00 PM,-2.7,Plot 1
11/6/21 23:30,11/6/21,11:30:00 PM,-2.95,Plot 1
11/7/21 0:00,11/7/21,12:00:00 AM,-3.2,Plot 1
11/7/21 0:30,11/7/21,12:30:00 AM,-3.2,Plot 1
11/7/21 1:00,11/7/21,1:00:00 AM,-3.7,Plot 1
11/7/21 1:30,11/7/21,1:30:00 AM,-3.7,Plot 1
11/7/21 2:00,11/7/21,2:00:00 AM,-4.2,Plot 1
11/7/21 2:30,11/7/21,2:30:00 AM,-4.2,Plot 1
11/7/21 3:00,11/7/21,3:00:00 AM,-4.45,Plot 1
11/7/21 3:30,11/7/21,3:30:00 AM,-4.7,Plot 1
11/7/21 4:00,11/7/21,4:00:00 AM,-4.7,Plot 1
11/7/21 4:30,11/7/21,4:30:00 AM,-4.7,Plot 1
11/7/21 5:00,11/7/21,5:00:00 AM,-5.5,Plot 1
11/7/21 5:30,11/7/21,5:30:00 AM,-5.5,Plot 1
11/7/21 6:00,11/7/21,6:00:00 AM,-5.5,Plot 1
11/7/21 6:30,11/7/21,6:30:00 AM,-6,Plot 1
11/7/21 7:00,11/7/21,7:00:00 AM,-5.75,Plot 1
11/7/21 7:30,11/7/21,7:30:00 AM,-6,Plot 1
11/7/21 8:00,11/7/21,8:00:00 AM,-6.25,Plot 1
11/7/21 8:30,11/7/21,8:30:00 AM,-5.75,Plot 1
11/7/21 9:00,11/7/21,9:00:00 AM,-4.7,Plot 1
11/7/21 9:30,11/7/21,9:30:00 AM,-3.7,Plot 1
11/7/21 10:00,11/7/21,10:00:00 AM,-2.2,Plot 1
11/7/21 10:30,11/7/21,10:30:00 AM,-0.95,Plot 1
11/7/21 11:00,11/7/21,11:00:00 AM,1.3,Plot 1
11/7/21 11:30,11/7/21,11:30:00 AM,3.1,Plot 1
11/7/21 12:00,11/7/21,12:00:00 PM,4.85,Plot 1
11/7/21 12:30,11/7/21,12:30:00 PM,5.6,Plot 1
11/7/21 13:00,11/7/21,1:00:00 PM,6.85,Plot 1
11/7/21 13:30,11/7/21,1:30:00 PM,6.35,Plot 1
11/7/21 14:00,11/7/21,2:00:00 PM,7.1,Plot 1
11/7/21 14:30,11/7/21,2:30:00 PM,6.85,Plot 1
11/7/21 15:00,11/7/21,3:00:00 PM,7.1,Plot 1
11/7/21 15:30,11/7/21,3:30:00 PM,6.6,Plot 1
11/7/21 16:00,11/7/21,4:00:00 PM,6.1,Plot 1
11/7/21 16:30,11/7/21,4:30:00 PM,5.6,Plot 1
11/7/21 17:00,11/7/21,5:00:00 PM,5.1,Plot 1
11/7/21 17:30,11/7/21,5:30:00 PM,4.35,Plot 1
11/7/21 18:00,11/7/21,6:00:00 PM,1.55,Plot 1
11/7/21 18:30,11/7/21,6:30:00 PM,0.55,Plot 1
11/7/21 19:00,11/7/21,7:00:00 PM,-0.2,Plot 1
11/7/21 19:30,11/7/21,7:30:00 PM,-0.7,Plot 1
11/7/21 20:00,11/7/21,8:00:00 PM,-0.95,Plot 1
11/7/21 20:30,11/7/21,8:30:00 PM,-1.2,Plot 1
11/7/21 21:00,11/7/21,9:00:00 PM,-1.2,Plot 1
11/7/21 21:30,11/7/21,9:30:00 PM,-1.2,Plot 1
11/7/21 22:00,11/7/21,10:00:00 PM,-1.45,Plot 1
11/7/21 22:30,11/7/21,10:30:00 PM,-1.45,Plot 1
11/7/21 23:00,11/7/21,11:00:00 PM,-1.2,Plot 1
11/7/21 23:30,11/7/21,11:30:00 PM,-1.45,Plot 1
11/8/21 0:00,11/8/21,12:00:00 AM,-1.7,Plot 1
11/8/21 0:30,11/8/21,12:30:00 AM,-1.7,Plot 1
11/8/21 1:00,11/8/21,1:00:00 AM,-1.45,Plot 1
11/8/21 1:30,11/8/21,1:30:00 AM,-0.95,Plot 1
11/8/21 2:00,11/8/21,2:00:00 AM,-0.95,Plot 1
11/8/21 2:30,11/8/21,2:30:00 AM,-0.7,Plot 1
11/8/21 3:00,11/8/21,3:00:00 AM,-0.45,Plot 1
11/8/21 3:30,11/8/21,3:30:00 AM,-0.45,Plot 1
11/8/21 4:00,11/8/21,4:00:00 AM,-0.45,Plot 1
11/8/21 4:30,11/8/21,4:30:00 AM,-0.45,Plot 1
11/8/21 5:00,11/8/21,5:00:00 AM,0.05,Plot 1
11/8/21 5:30,11/8/21,5:30:00 AM,0.05,Plot 1
11/8/21 6:00,11/8/21,6:00:00 AM,0.05,Plot 1
11/8/21 6:30,11/8/21,6:30:00 AM,0.3,Plot 1
11/8/21 7:00,11/8/21,7:00:00 AM,0.3,Plot 1
11/8/21 7:30,11/8/21,7:30:00 AM,0.3,Plot 1
11/8/21 8:00,11/8/21,8:00:00 AM,0.3,Plot 1
11/8/21 8:30,11/8/21,8:30:00 AM,0.55,Plot 1
11/8/21 9:00,11/8/21,9:00:00 AM,0.8,Plot 1
11/8/21 9:30,11/8/21,9:30:00 AM,1.05,Plot 1
11/8/21 10:00,11/8/21,10:00:00 AM,1.55,Plot 1
11/8/21 10:30,11/8/21,10:30:00 AM,2.3,Plot 1
11/8/21 11:00,11/8/21,11:00:00 AM,3.1,Plot 1
11/8/21 11:30,11/8/21,11:30:00 AM,3.85,Plot 1
11/8/21 12:00,11/8/21,12:00:00 PM,5.1,Plot 1
11/8/21 12:30,11/8/21,12:30:00 PM,5.6,Plot 1
11/8/21 13:00,11/8/21,1:00:00 PM,6.6,Plot 1
11/8/21 13:30,11/8/21,1:30:00 PM,7.1,Plot 1
11/8/21 14:00,11/8/21,2:00:00 PM,7.6,Plot 1
11/8/21 14:30,11/8/21,2:30:00 PM,7.85,Plot 1
11/8/21 15:00,11/8/21,3:00:00 PM,7.85,Plot 1
11/8/21 15:30,11/8/21,3:30:00 PM,7.6,Plot 1
11/8/21 16:00,11/8/21,4:00:00 PM,7.1,Plot 1
11/8/21 16:30,11/8/21,4:30:00 PM,6.85,Plot 1
11/8/21 17:00,11/8/21,5:00:00 PM,6.1,Plot 1
11/8/21 17:30,11/8/21,5:30:00 PM,4.85,Plot 1
11/8/21 18:00,11/8/21,6:00:00 PM,3.6,Plot 1
11/8/21 18:30,11/8/21,6:30:00 PM,2.6,Plot 1
11/8/21 19:00,11/8/21,7:00:00 PM,1.05,Plot 1
11/8/21 19:30,11/8/21,7:30:00 PM,0.05,Plot 1
11/8/21 20:00,11/8/21,8:00:00 PM,-0.2,Plot 1
11/8/21 20:30,11/8/21,8:30:00 PM,-0.45,Plot 1
11/8/21 21:00,11/8/21,9:00:00 PM,-0.7,Plot 1
11/8/21 21:30,11/8/21,9:30:00 PM,-0.95,Plot 1
11/8/21 22:00,11/8/21,10:00:00 PM,-1.2,Plot 1
11/8/21 22:30,11/8/21,10:30:00 PM,-1.2,Plot 1
11/8/21 23:00,11/8/21,11:00:00 PM,-1.2,Plot 1
11/8/21 23:30,11/8/21,11:30:00 PM,-1.45,Plot 1
11/9/21 0:00,11/9/21,12:00:00 AM,-1.45,Plot 1
11/9/21 0:30,11/9/21,12:30:00 AM,-1.45,Plot 1
11/9/21 1:00,11/9/21,1:00:00 AM,-1.7,Plot 1
11/9/21 1:30,11/9/21,1:30:00 AM,-1.7,Plot 1
11/9/21 2:00,11/9/21,2:00:00 AM,-1.7,Plot 1
11/9/21 2:30,11/9/21,2:30:00 AM,-1.95,Plot 1
11/9/21 3:00,11/9/21,3:00:00 AM,-1.95,Plot 1
11/9/21 3:30,11/9/21,3:30:00 AM,-1.95,Plot 1
11/9/21 4:00,11/9/21,4:00:00 AM,-1.95,Plot 1
11/9/21 4:30,11/9/21,4:30:00 AM,-1.95,Plot 1
11/9/21 5:00,11/9/21,5:00:00 AM,-1.95,Plot 1
11/9/21 5:30,11/9/21,5:30:00 AM,-1.95,Plot 1
11/9/21 6:00,11/9/21,6:00:00 AM,-1.95,Plot 1
11/9/21 6:30,11/9/21,6:30:00 AM,-1.95,Plot 1
11/9/21 7:00,11/9/21,7:00:00 AM,-2.2,Plot 1
11/9/21 7:30,11/9/21,7:30:00 AM,-2.2,Plot 1
11/9/21 8:00,11/9/21,8:00:00 AM,-1.95,Plot 1
11/9/21 8:30,11/9/21,8:30:00 AM,-1.45,Plot 1
11/9/21 9:00,11/9/21,9:00:00 AM,-0.95,Plot 1
11/9/21 9:30,11/9/21,9:30:00 AM,-0.2,Plot 1
11/9/21 10:00,11/9/21,10:00:00 AM,1.05,Plot 1
11/9/21 10:30,11/9/21,10:30:00 AM,1.8,Plot 1
11/9/21 11:00,11/9/21,11:00:00 AM,2.6,Plot 1
11/9/21 11:30,11/9/21,11:30:00 AM,4.1,Plot 1
11/9/21 12:00,11/9/21,12:00:00 PM,6.1,Plot 1
11/9/21 12:30,11/9/21,12:30:00 PM,8.1,Plot 1
11/9/21 13:00,11/9/21,1:00:00 PM,9.1,Plot 1
11/9/21 13:30,11/9/21,1:30:00 PM,8.85,Plot 1
11/9/21 14:00,11/9/21,2:00:00 PM,11.1,Plot 1
11/9/21 14:30,11/9/21,2:30:00 PM,10.1,Plot 1
11/9/21 15:00,11/9/21,3:00:00 PM,10.6,Plot 1
11/9/21 15:30,11/9/21,3:30:00 PM,11.1,Plot 1
11/9/21 16:00,11/9/21,4:00:00 PM,9.85,Plot 1
11/9/21 16:30,11/9/21,4:30:00 PM,9.6,Plot 1
11/9/21 17:00,11/9/21,5:00:00 PM,9.1,Plot 1
11/9/21 17:30,11/9/21,5:30:00 PM,8.35,Plot 1
11/9/21 18:00,11/9/21,6:00:00 PM,7.85,Plot 1
11/9/21 18:30,11/9/21,6:30:00 PM,7.1,Plot 1
11/9/21 19:00,11/9/21,7:00:00 PM,6.1,Plot 1
11/9/21 19:30,11/9/21,7:30:00 PM,5.35,Plot 1
11/9/21 20:00,11/9/21,8:00:00 PM,4.35,Plot 1
11/9/21 20:30,11/9/21,8:30:00 PM,4.6,Plot 1
11/9/21 21:00,11/9/21,9:00:00 PM,4.6,Plot 1
11/9/21 21:30,11/9/21,9:30:00 PM,4.1,Plot 1
11/9/21 22:00,11/9/21,10:00:00 PM,3.85,Plot 1
11/9/21 22:30,11/9/21,10:30:00 PM,3.6,Plot 1
11/9/21 23:00,11/9/21,11:00:00 PM,3.35,Plot 1
